"scrip_code","member_code","client_id"
"555835","271","10101"
"555835","3045","Z1999"
"555835","3056","L16WN"
"555835","3175","L16WN"
"555835","631","L16WN"
"555835","799","L16WN"
"555835","802","H20TFAC17"
